name,power,accuracy,type,damage_class,description,pokemon_names
captivate,,100,normal,status,"Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.","abomasnow,abra,absol,aerodactyl,aggron,aipom,altaria,ambipom,ampharos,anorith,arbok,arcanine,ariados,armaldo,aron,azumarill,azurill,bagon,banette,barboach,bastiodon,bayleef,beautifly,beedrill,bellsprout,bibarel,bidoof,blastoise,blaziken,blissey,bonsly,breloom,budew,buizel,bulbasaur,buneary,butterfree,cacnea,cacturne,camerupt,carnivine,carvanha,castform,chansey,charizard,charmander,charmeleon,chatot,cherrim,cherubi,chikorita,chimchar,chimecho,chinchou,chingling,clamperl,clefable,clefairy,cloyster,combusken,corphish,corsola,cottonee,cradily,cranidos,crawdaunt,croagunk,crobat,croconaw,cubone,cyndaquil,delcatty,delibird,dewgong,diglett,dodrio,doduo,donphan,dragonair,dragonite,drapion,dratini,drifblim,drifloon,drowzee,dugtrio,dunsparce,dusclops,dusknoir,duskull,dustox,eevee,ekans,electabuzz,electivire,electrike,elekid,empoleon,espeon,exeggcute,exeggutor,exploud,fearow,feebas,feraligatr,finneon,flaaffy,flareon,floatzel,flygon,forretress,furfrou,furret,gabite,gallade,garchomp,gardevoir,gastly,gastrodon,gengar,geodude,gible,girafarig,glaceon,glalie,glameow,gligar,gliscor,gloom,golbat,goldeen,golduck,golem,gorebyss,gothita,granbull,graveler,grimer,grotle,grovyle,growlithe,grumpig,gulpin,gyarados,happiny,hariyama,haunter,heracross,hippopotas,hippowdon,hitmonchan,hitmonlee,hitmontop,honchkrow,hoothoot,hoppip,horsea,houndoom,houndour,huntail,hypno,igglybuff,illumise,infernape,ivysaur,jigglypuff,jolteon,jumpluff,jynx,kabuto,kabutops,kadabra,kangaskhan,kecleon,kingdra,kingler,kirlia,koffing,krabby,kricketune,lairon,lanturn,lapras,larvitar,latias,latios,leafeon,ledian,ledyba,lickilicky,lickitung,lileep,linoone,litwick,lombre,lopunny,lotad,loudred,lucario,ludicolo,lumineon,luvdisc,luxio,luxray,machamp,machoke,machop,magcargo,magmar,magmortar,makuhita,mamoswine,manectric,mankey,mantine,mantyke,mareep,marill,marowak,marshtomp,masquerain,mawile,medicham,meditite,mew,mightyena,milotic,miltank,minccino,misdreavus,mismagius,monferno,mothim,mudkip,muk,munchlax,murkrow,nidoking,nidoqueen,nidorino,ninetales,ninjask,noctowl,nosepass,nuzleaf,octillery,oddish,omanyte,omastar,pachirisu,paras,parasect,pelipper,persian,phanpy,pichu,pidgeot,pidgeotto,pidgey,pikachu,piloswine,pineco,pinsir,piplup,plusle,politoed,poliwag,poliwhirl,poliwrath,ponyta,poochyena,primeape,prinplup,probopass,pupitar,purrloin,purugly,quagsire,quilava,qwilfish,raichu,ralts,rampardos,rapidash,raticate,rattata,remoraid,rhydon,rhyhorn,rhyperior,riolu,roselia,roserade,salamence,sandshrew,sandslash,sceptile,scizor,scyther,seadra,seaking,sealeo,seedot,seel,sentret,seviper,sharpedo,shelgon,shellder,shellos,shieldon,shiftry,shinx,shroomish,shuckle,shuppet,skarmory,skiploom,skorupi,slaking,slakoth,slowbro,slowking,slowpoke,slugma,smoochum,sneasel,snivy,snorlax,snorunt,snover,snubbull,spheal,spinarak,spinda,spiritomb,spoink,spritzee,squirtle,stantler,staraptor,staravia,starly,steelix,stunky,sudowoodo,sunflora,surskit,swablu,swalot,swampert,swellow,swinub,taillow,tangela,tangrowth,tauros,teddiursa,tentacool,tentacruel,togekiss,togepi,togetic,torchic,torkoal,torterra,totodile,toxicroak,trapinch,treecko,tropius,turtwig,typhlosion,tyranitar,tyrogue,umbreon,ursaring,vaporeon,venomoth,venonat,venusaur,vespiquen,vibrava,victreebel,vigoroth,vileplume,volbeat,vulpix,wailmer,wailord,wartortle,weavile,weepinbell,weezing,whiscash,whismur,wigglytuff,wingull,woobat,wooper,xatu,yanma,yanmega,zangoose,zigzagoon,zorua,zubat"
grass-knot,,100,grass,special,"Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
","abomasnow,abra,aipom,ambipom,amoonguss,audino,azelf,azumarill,baltoy,barbaracle,bayleef,bellsprout,bibarel,bidoof,binacle,bisharp,blissey,bonsly,braixen,breloom,bronzong,bronzor,budew,bulbasaur,buneary,bunnelby,cacnea,cacturne,carnivine,celebi,chansey,cherrim,cherubi,chesnaught,chespin,chikorita,chimchar,chimecho,chingling,cinccino,claydol,clefable,clefairy,cofagrigus,conkeldurr,cottonee,cradily,cubchoo,darumaka,dedenne,deerling,delcatty,delphox,dewott,diggersby,drowzee,eelektross,emboar,empoleon,espeon,exeggcute,exeggutor,fennekin,floette,florges,foongus,froakie,frogadier,furfrou,furret,gallade,gardevoir,girafarig,gloom,gogoat,golduck,golett,golurk,gothita,gothitelle,gothorita,greninja,grotle,grovyle,grumpig,gurdurr,happiny,hawlucha,haxorus,heliolisk,helioptile,hoppip,hypno,igglybuff,infernape,ivysaur,jigglypuff,jirachi,jumpluff,jynx,kadabra,kecleon,kirlia,krokorok,krookodile,latias,latios,leafeon,leavanny,liepard,lileep,lilligant,linoone,lombre,lopunny,lotad,ludicolo,lunatone,maractus,marill,mawile,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,mienfoo,mienshao,minccino,misdreavus,mismagius,monferno,nuzleaf,oddish,oshawott,pachirisu,pancham,pangoro,panpour,pansage,pansear,paras,parasect,patrat,pawniard,petilil,phantump,pichu,pignite,pikachu,piplup,plusle,prinplup,purrloin,quilladin,raichu,ralts,raticate,rattata,reuniclus,roselia,roserade,samurott,sandile,sawk,sawsbuck,sceptile,scrafty,scraggy,seedot,sentret,serperior,sewaddle,shiftry,shroomish,simipour,simisage,simisear,skiddo,skiploom,slowbro,slowking,slowpoke,smoochum,snivy,snover,solrock,spoink,starmie,sudowoodo,sunflora,swadloon,tangela,tangrowth,tepig,throh,togekiss,togepi,togetic,torterra,treecko,trevenant,tropius,turtwig,uxie,venusaur,victini,victreebel,vileplume,virizion,watchog,weepinbell,whimsicott,wigglytuff,xatu,xerneas,zangoose,zigzagoon,zoroark,zorua"
venoshock,65,100,poison,special,"Inflicts regular damage.  If the target is poisoned, this move has double power.","accelgor,amoonguss,arbok,ariados,beautifly,beedrill,bellsprout,breloom,budew,bulbasaur,butterfree,cacnea,cacturne,clauncher,clawitzer,croagunk,crobat,dragalge,drapion,dustox,ekans,foongus,forretress,garbodor,gastly,gengar,gligar,gliscor,gloom,golbat,grimer,gulpin,haunter,heracross,ivysaur,koffing,mew,mothim,muk,nidoking,nidoqueen,nidorino,oddish,paras,parasect,pineco,qwilfish,roselia,roserade,scizor,scolipede,seviper,shelmet,shroomish,shuckle,skorupi,skrelp,spinarak,stunky,swalot,tentacool,tentacruel,toxicroak,trubbish,venipede,venomoth,venonat,venusaur,vespiquen,victreebel,vileplume,weepinbell,weezing,whirlipede,zubat"
acid-spray,40,100,poison,special,Inflicts regular damage.  Lowers the target's Special Defense by two stages.,"accelgor,arbok,ariados,bellsprout,bulbasaur,carnivine,croagunk,dragalge,eelektrik,eelektross,ekans,escavalier,ferroseed,garbodor,gastly,gengar,gloom,goodra,goomy,grimer,gulpin,haunter,ivysaur,karrablast,koffing,magmar,magmortar,mew,muk,octillery,oddish,quagsire,qwilfish,remoraid,scrafty,scraggy,seviper,skrelp,sliggoo,spinarak,stunky,swalot,tangela,tangrowth,tentacool,tentacruel,toxicroak,trubbish,venomoth,venonat,venusaur,victreebel,vileplume,weepinbell,weezing,wooper"
round,60,100,normal,special,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.","abomasnow,abra,absol,accelgor,aerodactyl,aggron,aipom,alomomola,altaria,amaura,ambipom,amoonguss,ampharos,anorith,arbok,arcanine,archen,archeops,ariados,armaldo,aromatisse,aron,articuno,audino,aurorus,avalugg,axew,azelf,azumarill,azurill,bagon,baltoy,banette,barbaracle,barboach,bastiodon,bayleef,beautifly,beedrill,beheeyem,bellsprout,bergmite,bibarel,bidoof,binacle,bisharp,blastoise,blaziken,blissey,boldore,bonsly,bouffalant,braixen,braviary,breloom,bronzong,bronzor,budew,buizel,bulbasaur,buneary,bunnelby,butterfree,cacnea,cacturne,camerupt,carbink,carnivine,carracosta,carvanha,castform,celebi,chandelure,chansey,charizard,charmander,charmeleon,chatot,cherrim,cherubi,chesnaught,chespin,chikorita,chimchar,chimecho,chinchou,chingling,cinccino,clamperl,clauncher,clawitzer,claydol,clefable,clefairy,cloyster,cobalion,cofagrigus,combusken,conkeldurr,corphish,corsola,cottonee,cradily,cranidos,crawdaunt,croagunk,crobat,croconaw,crustle,cryogonal,cubchoo,cubone,cyndaquil,darkrai,darumaka,dedenne,deerling,deino,delcatty,delibird,delphox,dewgong,dewott,diancie,diggersby,diglett,dodrio,doduo,donphan,doublade,dragalge,dragonair,dragonite,drapion,dratini,drifblim,drifloon,drilbur,drowzee,druddigon,ducklett,dugtrio,dunsparce,duosion,durant,dusclops,dusknoir,duskull,dustox,dwebble,eelektrik,eelektross,eevee,ekans,electabuzz,electivire,electrike,electrode,elekid,elgyem,emboar,emolga,empoleon,entei,escavalier,espeon,espurr,excadrill,exeggcute,exeggutor,exploud,fearow,feebas,fennekin,feraligatr,ferroseed,finneon,flaaffy,flareon,fletchinder,fletchling,floatzel,floette,florges,flygon,foongus,forretress,fraxure,frillish,froakie,frogadier,furfrou,furret,gabite,gallade,galvantula,garbodor,garchomp,gardevoir,gastly,gastrodon,genesect,gengar,geodude,gible,gigalith,girafarig,glaceon,glalie,glameow,gligar,gliscor,gloom,gogoat,golbat,goldeen,golduck,golem,golett,golurk,goodra,goomy,gorebyss,gothita,gothitelle,gothorita,granbull,graveler,greninja,grimer,grotle,groudon,grovyle,growlithe,grumpig,gulpin,gurdurr,gyarados,happiny,hariyama,haunter,hawlucha,haxorus,heliolisk,helioptile,heracross,hippopotas,hippowdon,hitmonchan,hitmonlee,hitmontop,ho-oh,honchkrow,honedge,hoothoot,hoppip,horsea,houndoom,houndour,huntail,hydreigon,hypno,igglybuff,illumise,infernape,inkay,ivysaur,jellicent,jigglypuff,jirachi,jolteon,joltik,jumpluff,jynx,kabuto,kabutops,kadabra,kangaskhan,karrablast,kecleon,kingdra,kingler,kirlia,klang,klefki,klink,klinklang,koffing,krabby,kricketune,krokorok,krookodile,kyogre,kyurem,lairon,lampent,lanturn,lapras,larvitar,latias,latios,leafeon,leavanny,ledian,ledyba,lickilicky,lickitung,liepard,lileep,lilligant,lillipup,linoone,litleo,litwick,lombre,lopunny,lotad,loudred,lucario,ludicolo,lugia,lumineon,lunatone,luvdisc,luxio,luxray,machamp,machoke,machop,magcargo,magmar,magmortar,magnemite,magneton,magnezone,makuhita,malamar,mamoswine,mandibuzz,manectric,mankey,mantine,mantyke,maractus,mareep,marill,marowak,marshtomp,masquerain,mawile,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,mienfoo,mienshao,mightyena,milotic,miltank,minccino,misdreavus,mismagius,moltres,monferno,mothim,mudkip,muk,munchlax,munna,murkrow,musharna,nidoking,nidoqueen,nidorino,nincada,ninetales,ninjask,noctowl,noibat,noivern,nosepass,nuzleaf,octillery,oddish,omanyte,omastar,oshawott,pachirisu,palpitoad,pancham,pangoro,panpour,pansage,pansear,paras,parasect,patrat,pawniard,pelipper,persian,petilil,phanpy,phantump,pichu,pidgeot,pidgeotto,pidgey,pidove,pignite,pikachu,piloswine,pineco,pinsir,piplup,plusle,politoed,poliwag,poliwhirl,poliwrath,ponyta,poochyena,porygon,porygon-z,porygon2,primeape,prinplup,probopass,pupitar,purrloin,purugly,pyroar,quagsire,quilava,quilladin,qwilfish,raichu,raikou,ralts,rampardos,rapidash,raticate,rattata,rayquaza,regice,regirock,registeel,remoraid,reshiram,reuniclus,rhydon,rhyhorn,rhyperior,riolu,roselia,roserade,rotom,rufflet,salamence,samurott,sandile,sandshrew,sandslash,sawk,sawsbuck,sceptile,scizor,scolipede,scrafty,scraggy,scyther,seadra,seaking,sealeo,seedot,seel,sentret,serperior,seviper,sewaddle,sharpedo,shedinja,shelgon,shellder,shellos,shelmet,shieldon,shiftry,shinx,shroomish,shuckle,shuppet,sigilyph,simipour,simisage,simisear,skarmory,skiddo,skiploom,skorupi,skrelp,slaking,slakoth,sliggoo,slowbro,slowking,slowpoke,slugma,slurpuff,smoochum,sneasel,snivy,snorlax,snorunt,snover,snubbull,solosis,solrock,spheal,spinarak,spinda,spiritomb,spoink,spritzee,squirtle,stantler,staraptor,staravia,starly,starmie,staryu,steelix,stoutland,stunfisk,stunky,sudowoodo,suicune,sunflora,surskit,swablu,swadloon,swalot,swampert,swanna,swellow,swinub,swirlix,swoobat,sylveon,taillow,talonflame,tangela,tangrowth,tauros,teddiursa,tentacool,tentacruel,tepig,terrakion,throh,tirtouga,togekiss,togepi,togetic,torchic,torkoal,torterra,totodile,toxicroak,tranquill,trapinch,treecko,trevenant,tropius,trubbish,turtwig,tympole,typhlosion,tyranitar,tyrantrum,tyrogue,tyrunt,umbreon,unfezant,ursaring,uxie,vanillish,vanillite,vanilluxe,vaporeon,venipede,venomoth,venonat,venusaur,vespiquen,vibrava,victini,victreebel,vigoroth,vileplume,virizion,vivillon,volbeat,volcanion,volcarona,voltorb,vullaby,vulpix,wailmer,wailord,wartortle,watchog,weavile,weepinbell,weezing,whimsicott,whirlipede,whiscash,whismur,wigglytuff,wingull,woobat,wooper,xatu,xerneas,yamask,yanma,yanmega,yveltal,zangoose,zapdos,zebstrika,zekrom,zigzagoon,zoroark,zorua,zubat,zweilous"
echoed-voice,40,100,normal,special,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.","absol,altaria,amaura,ampharos,aromatisse,audino,aurorus,bayleef,beheeyem,bibarel,bidoof,blaziken,blissey,braixen,buizel,bulbasaur,camerupt,celebi,chansey,charizard,charmander,charmeleon,chatot,chikorita,chimecho,chingling,cinccino,clefable,clefairy,combusken,cubchoo,cubone,deerling,delcatty,delphox,dewgong,diglett,dodrio,doduo,donphan,dugtrio,eevee,elgyem,emboar,empoleon,espeon,espurr,exploud,fearow,fennekin,flaaffy,flareon,floatzel,floette,florges,froakie,frogadier,furfrou,furret,gallade,gardevoir,girafarig,glaceon,glameow,greninja,happiny,ho-oh,hoothoot,hydreigon,igglybuff,ivysaur,jigglypuff,jolteon,jynx,kirlia,kricketune,kyurem,lapras,leafeon,liepard,linoone,litleo,lombre,lotad,loudred,ludicolo,lugia,mareep,marowak,marshtomp,mew,miltank,minccino,misdreavus,mismagius,mudkip,nidoking,nidoqueen,nidorino,noctowl,noibat,noivern,pachirisu,palpitoad,pancham,pangoro,pelipper,persian,phanpy,pichu,pidove,pignite,pikachu,piplup,plusle,politoed,ponyta,prinplup,purrloin,purugly,pyroar,raichu,ralts,rapidash,rayquaza,reshiram,sawsbuck,sealeo,seel,sentret,slowbro,slowking,slowpoke,smoochum,spheal,spritzee,staraptor,staravia,starly,swablu,swampert,swellow,sylveon,taillow,tepig,togekiss,togepi,togetic,torchic,tranquill,tympole,umbreon,unfezant,vaporeon,venusaur,wailmer,wailord,whismur,wigglytuff,wingull,xerneas,zekrom,zigzagoon"
grass-pledge,80,100,grass,special,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).","bayleef,bulbasaur,chesnaught,chespin,chikorita,grotle,grovyle,ivysaur,mew,pansage,quilladin,sceptile,serperior,simisage,snivy,torterra,treecko,turtwig,venusaur"
work-up,,,normal,status,Raises the user's Attack and Special Attack by one stage each.,"aipom,ambipom,audino,azumarill,azurill,bayleef,bibarel,bidoof,blastoise,blaziken,blissey,bouffalant,braixen,braviary,breloom,bulbasaur,buneary,bunnelby,castform,chansey,charizard,charmander,charmeleon,chatot,chesnaught,chespin,chikorita,chimchar,cinccino,clefable,clefairy,cobalion,combusken,conkeldurr,croagunk,croconaw,cyndaquil,darumaka,deerling,deino,delcatty,delphox,dewott,diggersby,diglett,dodrio,doduo,dugtrio,eevee,emboar,empoleon,espeon,espurr,exploud,fearow,fennekin,feraligatr,flareon,fletchinder,fletchling,froakie,frogadier,furfrou,furret,gallade,girafarig,glaceon,glameow,gogoat,granbull,greninja,grotle,grovyle,gurdurr,happiny,hariyama,hawlucha,heracross,hitmonchan,hitmonlee,hitmontop,hoothoot,hydreigon,igglybuff,infernape,ivysaur,jigglypuff,jolteon,kangaskhan,kecleon,leafeon,lickilicky,lickitung,lillipup,linoone,litleo,lopunny,loudred,lucario,machamp,machoke,machop,makuhita,mankey,marill,marshtomp,medicham,meditite,mew,mienfoo,mienshao,miltank,minccino,monferno,mudkip,munchlax,noctowl,oshawott,pancham,pangoro,panpour,pansage,pansear,patrat,persian,pidgeot,pidgeotto,pidgey,pidove,pignite,piplup,poliwrath,primeape,prinplup,purugly,pyroar,quilava,quilladin,raticate,rattata,riolu,rufflet,samurott,sandshrew,sandslash,sawk,sawsbuck,sceptile,scrafty,scraggy,sentret,serperior,simipour,simisage,simisear,skiddo,slaking,slakoth,snivy,snorlax,snubbull,spinda,squirtle,stantler,staraptor,staravia,starly,stoutland,swampert,swellow,sylveon,taillow,talonflame,tauros,teddiursa,tepig,terrakion,throh,togekiss,togepi,togetic,torchic,torterra,totodile,toxicroak,tranquill,treecko,turtwig,typhlosion,tyrogue,umbreon,unfezant,ursaring,vaporeon,venusaur,victini,vigoroth,virizion,wartortle,watchog,whismur,wigglytuff,zangoose,zigzagoon,zweilous"
grassy-terrain,,,grass,status,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.

Changes nature power to energy ball.","amoonguss,bayleef,bellsprout,breloom,bulbasaur,cacnea,cacturne,celebi,cherrim,cherubi,chesnaught,chespin,chikorita,cottonee,cradily,deerling,exeggcute,exeggutor,floette,florges,foongus,gloom,gogoat,grotle,grovyle,hoppip,ivysaur,jumpluff,leavanny,lilligant,lombre,lotad,ludicolo,maractus,mew,nuzleaf,oddish,paras,phantump,quilladin,roserade,sawsbuck,sceptile,seedot,serperior,sewaddle,shiftry,shroomish,skiddo,skiploom,snivy,sunflora,swadloon,tangela,tangrowth,torterra,treecko,trevenant,tropius,turtwig,venusaur,victreebel,vileplume,weepinbell,whimsicott"
grassy-glide,55,100,grass,physical,Inflicts regular damage.,"abomasnow,bayleef,bellsprout,budew,bulbasaur,cacnea,cacturne,celebi,cherrim,cherubi,chesnaught,chespin,chikorita,cottonee,deerling,exeggcute,exeggutor,gloom,gogoat,grotle,grovyle,ivysaur,leafeon,leavanny,lilligant,lombre,lotad,ludicolo,maractus,mew,nuzleaf,oddish,petilil,phantump,quilladin,roselia,roserade,sawsbuck,sceptile,seedot,serperior,sewaddle,shiftry,skiddo,snivy,snover,sunflora,swadloon,tangela,tangrowth,torterra,treecko,trevenant,turtwig,venusaur,victreebel,vileplume,virizion,weepinbell,whimsicott"
tera-blast,80,100,normal,special,,"abomasnow,aipom,alomomola,altaria,ambipom,amoonguss,ampharos,arbok,arcanine,ariados,articuno,avalugg,axew,azelf,azumarill,azurill,bagon,banette,barboach,bastiodon,bayleef,beldum,bellsprout,bergmite,bisharp,blastoise,blaziken,blissey,bonsly,braixen,braviary,breloom,bronzong,bronzor,buizel,bulbasaur,cacnea,cacturne,camerupt,carbink,chandelure,chansey,charizard,charmander,charmeleon,chesnaught,chespin,chikorita,chimchar,chimecho,chinchou,chingling,cinccino,clauncher,clawitzer,clefable,clefairy,cloyster,cobalion,combee,combusken,conkeldurr,corphish,cottonee,cranidos,crawdaunt,croagunk,croconaw,cryogonal,cubchoo,cyndaquil,darkrai,dedenne,deerling,deino,delibird,delphox,dewgong,dewott,diancie,diglett,dodrio,doduo,donphan,dragalge,dragonair,dragonite,dratini,drifblim,drifloon,drilbur,drowzee,ducklett,dugtrio,dunsparce,duosion,dusclops,dusknoir,duskull,eelektrik,eelektross,eevee,ekans,electabuzz,electivire,electrode,elekid,emboar,empoleon,entei,espeon,espurr,excadrill,exeggcute,exeggutor,feebas,fennekin,feraligatr,finneon,flaaffy,flareon,fletchinder,fletchling,floatzel,floette,florges,flygon,foongus,forretress,fraxure,froakie,frogadier,furret,gabite,gallade,galvantula,garchomp,gardevoir,gastly,gastrodon,gengar,geodude,gible,girafarig,glaceon,glalie,gligar,gliscor,gloom,gogoat,golduck,golem,golett,golurk,goodra,goomy,gothita,gothitelle,gothorita,granbull,graveler,greninja,grimer,grotle,groudon,grovyle,growlithe,grumpig,gulpin,gurdurr,gyarados,happiny,hariyama,haunter,hawlucha,haxorus,heracross,hippopotas,hippowdon,hitmonchan,hitmonlee,hitmontop,ho-oh,honchkrow,hoothoot,hoppip,horsea,houndoom,houndour,hydreigon,hypno,igglybuff,illumise,infernape,inkay,ivysaur,jigglypuff,jirachi,jolteon,joltik,jumpluff,kingdra,kirlia,klefki,koffing,kricketot,kricketune,krokorok,krookodile,kyogre,kyurem,lampent,lanturn,lapras,larvitar,latias,latios,leafeon,leavanny,lilligant,litleo,litwick,lombre,lotad,lucario,ludicolo,lugia,lumineon,luvdisc,luxio,luxray,magcargo,magmar,magmortar,magnemite,magneton,magnezone,makuhita,malamar,mamoswine,mandibuzz,mankey,mareep,marill,marshtomp,masquerain,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,mienfoo,mienshao,mightyena,milotic,minccino,misdreavus,mismagius,moltres,monferno,mudkip,muk,munchlax,murkrow,ninetales,noctowl,noibat,noivern,nosepass,nuzleaf,oddish,oshawott,pachirisu,pawniard,pelipper,persian,petilil,phanpy,phantump,pichu,pignite,pikachu,piloswine,pineco,piplup,plusle,politoed,poliwag,poliwhirl,poliwrath,poochyena,porygon,porygon-z,porygon2,primeape,prinplup,probopass,pupitar,pyroar,quagsire,quilava,quilladin,qwilfish,raichu,raikou,ralts,rampardos,rayquaza,regice,regirock,registeel,reshiram,reuniclus,rhydon,rhyhorn,rhyperior,riolu,rotom,rufflet,salamence,samurott,sandile,sandshrew,sandslash,sawsbuck,scatterbug,sceptile,scizor,scrafty,scraggy,scyther,seadra,seedot,seel,sentret,serperior,seviper,sewaddle,shelgon,shellder,shellos,shieldon,shiftry,shinx,shroomish,shuppet,skarmory,skiddo,skiploom,skrelp,slaking,slakoth,sliggoo,slowbro,slowking,slowpoke,slugma,sneasel,snivy,snorlax,snorunt,snover,snubbull,solosis,spewpa,spinarak,spiritomb,spoink,squirtle,stantler,staraptor,staravia,starly,stunky,sudowoodo,suicune,sunflora,surskit,swablu,swadloon,swalot,swampert,swanna,swinub,sylveon,talonflame,tauros,teddiursa,tentacool,tentacruel,tepig,terrakion,torchic,torkoal,torterra,totodile,toxicroak,trapinch,treecko,trevenant,tropius,turtwig,tynamo,typhlosion,tyranitar,tyrogue,umbreon,ursaring,uxie,vaporeon,venomoth,venonat,venusaur,vespiquen,vibrava,victreebel,vigoroth,vileplume,virizion,vivillon,volbeat,volcanion,volcarona,voltorb,vullaby,vulpix,wartortle,weavile,weepinbell,weezing,whimsicott,whiscash,wigglytuff,wingull,wooper,yanma,yanmega,zangoose,zapdos,zebstrika,zekrom,zoroark,zorua,zweilous"
